,datetime,temperature,windspeed,wind_direction,humidity,sunlight,sunlight_QC,radiation,total_cloud,medium_low_cloud,minimum_ceiling_cloud,visibility,ground_temperature,underground_temperature,hour,generation
20067,2019-04-17 4:00,12.3,1.1,140.0,85.0,0.0,9.0,0.0,10.0,8.0,6.0,881,11.8,13.0,4.0,0.0
20068,2019-04-17 5:00,12.2,3.4,200.0,90.0,0.0,9.0,0.0,10.0,8.0,8.0,1525,11.8,12.9,5.0,0.0
20069,2019-04-17 6:00,12.5,2.7,140.0,79.0,0.0,9.0,0.0,10.0,9.0,10.0,2000,11.5,12.8,6.0,0.0
20070,2019-04-17 7:00,12.7,1.7,160.0,73.0,0.0,0.0,0.07,8.0,8.0,28.0,2000,12.0,12.7,7.0,124800.0
20071,2019-04-17 8:00,13.3,2.1,50.0,75.0,0.0,0.0,0.21,9.0,9.0,35.0,2000,13.0,12.7,8.0,624000.0
20072,2019-04-17 9:00,15.1,2.1,110.0,65.0,0.4,0.0,1.14,7.0,5.0,34.0,1924,18.4,13.1,9.0,2496000.0
20073,2019-04-17 10:00,17.5,3.4,160.0,53.0,1.0,0.0,2.34,4.0,4.0,10.0,2000,24.7,14.2,10.0,7200000.0
20074,2019-04-17 11:00,19.5,2.5,180.0,47.0,1.0,0.0,2.94,5.0,5.0,10.0,2000,29.9,15.8,11.0,8284800.0
20075,2019-04-17 12:00,19.7,3.0,180.0,50.0,0.9,0.0,3.07,6.0,6.0,12.0,1995,27.1,17.4,12.0,10684800.0
20076,2019-04-17 13:00,17.8,2.6,290.0,60.0,0.3,0.0,1.57,8.0,8.0,13.0,2000,23.4,17.9,13.0,7209600.0
20077,2019-04-17 14:00,17.8,3.4,320.0,55.0,0.7,0.0,2.56,8.0,8.0,19.0,2000,28.2,18.4,14.0,5097600.0
20078,2019-04-17 15:00,18.5,3.2,290.0,54.0,1.0,0.0,2.95,6.0,6.0,18.0,1995,31.0,19.3,15.0,8601600.0
20079,2019-04-17 16:00,18.5,3.5,320.0,54.0,1.0,0.0,2.52,6.0,6.0,10.0,2000,28.8,19.9,16.0,7593600.0
20080,2019-04-17 17:00,18.1,3.9,320.0,54.0,1.0,0.0,1.8,5.0,5.0,17.0,1983,22.8,20.0,17.0,6000000.0
20081,2019-04-17 18:00,17.5,3.6,320.0,56.0,1.0,0.0,1.03,5.0,5.0,15.0,2000,19.7,19.4,18.0,3475200.0
20082,2019-04-17 19:00,15.8,1.1,290.0,65.0,0.9,0.0,0.28,1.0,0.0,0.0,2000,15.8,18.4,19.0,643200.0
20083,2019-04-17 20:00,14.4,1.4,290.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,14.1,17.3,20.0,0.0
20084,2019-04-17 21:00,13.6,1.2,320.0,73.0,0.0,9.0,0.0,0.0,0.0,0.0,2000,13.1,16.5,21.0,0.0
20085,2019-04-17 22:00,13.0,1.2,270.0,76.0,0.0,9.0,0.0,1.0,0.0,0.0,2000,12.4,15.7,22.0,0.0
20086,2019-04-17 23:00,12.4,1.7,230.0,83.0,0.0,9.0,0.0,4.0,0.0,0.0,1796,11.8,15.1,23.0,0.0
20087,2019-04-18 0:00,12.0,1.2,180.0,82.0,0.0,9.0,0.0,0.0,0.0,0.0,1674,11.3,14.6,0.0,0.0
20088,2019-04-18 1:00,11.3,1.0,90.0,88.0,0.0,9.0,0.0,0.0,0.0,0.0,1145,10.7,14.1,1.0,0.0
20089,2019-04-18 2:00,11.3,2.7,160.0,85.0,0.0,9.0,0.0,0.0,0.0,0.0,1172,10.7,13.7,2.0,0.0
20090,2019-04-18 3:00,11.0,2.5,160.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0,750,10.5,13.5,3.0,0.0
20091,2019-04-18 4:00,10.4,1.7,160.0,91.0,0.0,9.0,0.0,0.0,0.0,0.0,782,10.1,13.2,4.0,0.0
20092,2019-04-18 5:00,10.1,2.0,160.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0,1224,9.8,12.9,5.0,0.0
20093,2019-04-18 6:00,9.8,2.3,160.0,93.0,0.0,9.0,0.0,0.0,0.0,0.0,902,9.6,12.7,6.0,0.0
20094,2019-04-18 7:00,10.3,2.9,160.0,90.0,0.4,0.0,0.17,0.0,0.0,0.0,808,10.3,12.5,7.0,201600.0
20095,2019-04-18 8:00,12.3,2.7,180.0,79.0,1.0,0.0,0.82,1.0,1.0,10.0,1352,12.6,12.6,8.0,1756800.0
20096,2019-04-18 9:00,14.7,4.0,200.0,72.0,1.0,0.0,1.62,0.0,0.0,0.0,1525,17.8,13.2,9.0,4819200.0
20097,2019-04-18 10:00,17.3,3.8,200.0,64.0,1.0,0.0,2.33,0.0,0.0,0.0,1842,24.8,14.4,10.0,7411200.0
20098,2019-04-18 11:00,18.0,3.6,290.0,62.0,1.0,0.0,2.85,1.0,1.0,10.0,1878,28.1,15.9,11.0,9225600.0
20099,2019-04-18 12:00,19.1,6.0,250.0,47.0,1.0,0.0,3.27,1.0,1.0,10.0,1970,31.3,17.2,12.0,10454400.0
20100,2019-04-18 13:00,19.9,5.5,250.0,39.0,1.0,0.0,3.39,0.0,0.0,0.0,2000,33.8,18.5,13.0,10876800.0
20101,2019-04-18 14:00,20.2,7.1,250.0,39.0,1.0,0.0,3.26,0.0,0.0,0.0,2000,33.9,19.6,14.0,10627200.0
20102,2019-04-18 15:00,20.9,3.6,250.0,40.0,1.0,0.0,2.93,2.0,0.0,0.0,2000,34.0,20.4,15.0,9667200.0
20103,2019-04-18 16:00,20.3,2.5,290.0,43.0,1.0,0.0,2.36,2.0,0.0,0.0,1988,31.2,20.9,16.0,7891200.0
20104,2019-04-18 17:00,19.2,2.9,290.0,52.0,1.0,0.0,1.66,3.0,0.0,0.0,2000,23.8,20.8,17.0,5548800.0
20105,2019-04-18 18:00,18.2,2.4,250.0,60.0,1.0,0.0,0.87,2.0,0.0,0.0,2000,20.4,20.1,18.0,2697600.0
20106,2019-04-18 19:00,17.0,1.5,290.0,68.0,0.5,0.0,0.22,1.0,0.0,0.0,2000,17.0,19.1,19.0,595200.0
20107,2019-04-18 20:00,15.5,2.5,270.0,73.0,0.0,0.0,0.0,8.0,8.0,6.0,2000,16.3,18.1,20.0,0.0
20108,2019-04-18 21:00,15.4,2.2,270.0,72.0,0.0,9.0,0.0,8.0,8.0,5.0,2000,15.8,17.5,21.0,0.0
20109,2019-04-18 22:00,15.5,1.7,270.0,75.0,0.0,9.0,0.0,10.0,9.0,5.0,2000,15.6,17.0,22.0,0.0
20110,2019-04-18 23:00,15.0,1.9,340.0,79.0,0.0,9.0,0.0,10.0,10.0,4.0,1563,15.4,16.6,23.0,0.0
20111,2019-04-19 0:00,14.5,1.7,270.0,82.0,0.0,9.0,0.0,10.0,8.0,3.0,1884,15.0,16.3,0.0,0.0
20112,2019-04-19 1:00,14.1,1.2,250.0,91.0,0.0,9.0,0.0,10.0,10.0,2.0,357,14.8,16.1,1.0,0.0
20113,2019-04-19 2:00,14.0,1.1,250.0,92.0,0.0,9.0,0.0,6.0,6.0,2.0,427,14.7,15.9,2.0,0.0
20114,2019-04-19 3:00,14.0,0.5,290.0,93.0,0.0,9.0,0.0,9.0,9.0,2.0,303,14.7,15.7,3.0,0.0
20115,2019-04-19 4:00,13.9,1.1,320.0,94.0,0.0,9.0,0.0,9.0,9.0,2.0,267,14.5,15.5,4.0,0.0
20116,2019-04-19 5:00,13.8,0.4,0.0,96.0,0.0,9.0,0.0,8.0,8.0,10.0,222,14.5,15.4,5.0,0.0
20117,2019-04-19 6:00,13.7,0.3,0.0,96.0,0.0,0.0,0.0,7.0,7.0,9.0,272,14.5,15.3,6.0,0.0
20118,2019-04-19 7:00,13.9,0.6,20.0,95.0,0.0,0.0,0.05,7.0,7.0,3.0,598,15.0,15.2,7.0,38400.0
20119,2019-04-19 8:00,14.7,1.0,230.0,87.0,0.0,0.0,0.28,9.0,9.0,4.0,1091,16.5,15.2,8.0,604800.0
20120,2019-04-19 9:00,15.4,0.9,180.0,84.0,0.0,0.0,0.42,10.0,9.0,3.0,886,17.2,15.5,9.0,1267200.0
20121,2019-04-19 10:00,15.7,1.6,320.0,83.0,0.0,0.0,0.54,10.0,9.0,4.0,892,18.0,15.8,10.0,2208000.0
20122,2019-04-19 11:00,15.9,2.0,320.0,84.0,0.0,0.0,0.79,10.0,9.0,4.0,739,19.1,16.2,11.0,1420800.0
20123,2019-04-19 12:00,16.1,1.6,360.0,84.0,0.0,0.0,0.72,10.0,9.0,5.0,599,19.2,16.5,12.0,1401600.0
20124,2019-04-19 13:00,17.3,2.3,290.0,76.0,0.0,0.0,1.49,10.0,6.0,5.0,926,24.6,17.0,13.0,4838400.0
20125,2019-04-19 14:00,17.7,3.2,180.0,73.0,0.0,0.0,1.04,10.0,9.0,5.0,954,21.3,17.5,14.0,1977600.0
20126,2019-04-19 15:00,17.9,4.2,200.0,71.0,0.1,0.0,1.05,9.0,9.0,4.0,886,24.2,17.7,15.0,2611200.0
20127,2019-04-19 16:00,18.4,3.7,200.0,66.0,0.4,0.0,1.53,10.0,5.0,6.0,1241,22.3,18.3,16.0,3648000.0
20128,2019-04-19 17:00,16.9,3.1,180.0,71.0,0.0,0.0,0.4,10.0,9.0,7.0,1095,18.5,18.2,17.0,1612800.0
20129,2019-04-19 18:00,16.4,3.3,200.0,70.0,0.0,0.0,0.11,10.0,10.0,28.0,1134,17.1,17.7,18.0,595200.0
20130,2019-04-19 19:00,15.6,2.7,180.0,73.0,0.0,0.0,0.05,10.0,5.0,11.0,1193,16.1,17.2,19.0,144000.0
20131,2019-04-19 20:00,14.9,4.0,160.0,72.0,0.0,0.0,0.0,9.0,9.0,12.0,1212,15.0,16.7,20.0,0.0
20132,2019-04-19 21:00,14.7,1.0,160.0,73.0,0.0,9.0,0.0,9.0,9.0,11.0,1247,14.9,16.3,21.0,0.0
20133,2019-04-19 22:00,14.1,2.5,180.0,78.0,0.0,9.0,0.0,10.0,9.0,12.0,1283,14.2,16.0,22.0,0.0
20134,2019-04-19 23:00,13.2,2.0,160.0,79.0,0.0,9.0,0.0,5.0,5.0,15.0,1315,12.9,15.6,23.0,0.0
20135,2019-04-20 0:00,12.6,2.4,160.0,81.0,0.0,9.0,0.0,3.0,3.0,0.0,1336,12.3,15.2,0.0,0.0
20136,2019-04-20 1:00,12.3,1.6,160.0,77.0,0.0,9.0,0.0,3.0,0.0,0.0,1492,11.9,14.8,1.0,0.0
20137,2019-04-20 2:00,11.8,1.5,160.0,79.0,0.0,9.0,0.0,0.0,0.0,0.0,1487,11.4,14.4,2.0,0.0
20138,2019-04-20 3:00,11.6,2.5,160.0,79.0,0.0,9.0,0.0,3.0,3.0,10.0,1647,11.2,14.1,3.0,0.0
20139,2019-04-20 4:00,11.2,2.1,160.0,79.0,0.0,9.0,0.0,2.0,2.0,10.0,1690,10.9,13.8,4.0,0.0
20140,2019-04-20 5:00,11.2,1.8,140.0,81.0,0.0,9.0,0.0,7.0,7.0,9.0,1488,11.1,13.6,5.0,0.0
20141,2019-04-20 6:00,10.9,1.5,160.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1253,10.7,13.4,6.0,0.0
20142,2019-04-20 7:00,11.2,2.3,160.0,78.0,0.0,0.0,0.16,0.0,0.0,0.0,1600,11.4,13.2,7.0,230400.0
20143,2019-04-20 8:00,12.8,2.6,160.0,70.0,0.9,0.0,0.75,0.0,0.0,0.0,1632,13.7,13.3,8.0,1584000.0
20144,2019-04-20 9:00,14.9,3.0,160.0,60.0,1.0,0.0,1.53,0.0,0.0,0.0,1659,18.4,13.9,9.0,4646400.0
20145,2019-04-20 10:00,17.0,2.8,160.0,54.0,1.0,0.0,2.25,2.0,0.0,0.0,1748,24.7,15.0,10.0,7411200.0
20146,2019-04-20 11:00,18.9,2.9,180.0,50.0,1.0,0.0,2.84,2.0,0.0,0.0,1726,30.0,16.4,11.0,9216000.0
20147,2019-04-20 12:00,20.1,2.7,200.0,47.0,1.0,0.0,3.18,0.0,0.0,0.0,1602,34.1,18.2,12.0,10147200.0
20148,2019-04-20 13:00,20.8,2.2,290.0,47.0,1.0,0.0,3.3,2.0,0.0,0.0,1701,36.4,19.8,13.0,10425600.0
20149,2019-04-20 14:00,20.5,3.2,320.0,48.0,1.0,0.0,3.17,3.0,0.0,0.0,1791,37.0,21.0,14.0,10060800.0
20150,2019-04-20 15:00,20.6,3.6,290.0,48.0,1.0,0.0,2.83,2.0,0.0,0.0,1694,35.1,21.8,15.0,9110400.0
20151,2019-04-20 16:00,21.1,2.8,290.0,47.0,1.0,0.0,2.3,3.0,0.0,0.0,1796,32.7,22.0,16.0,7449600.0
20152,2019-04-20 17:00,20.4,4.2,290.0,49.0,1.0,0.0,1.6,0.0,0.0,0.0,1920,25.4,21.8,17.0,5251200.0
20153,2019-04-20 18:00,19.1,3.1,360.0,61.0,0.9,0.0,0.77,3.0,0.0,0.0,1813,21.6,21.1,18.0,2563200.0
20154,2019-04-20 19:00,16.7,3.5,20.0,73.0,0.3,0.0,0.23,5.0,1.0,0.0,1028,18.2,20.0,19.0,614400.0
20155,2019-04-20 20:00,15.4,2.9,20.0,76.0,0.0,0.0,0.0,3.0,0.0,0.0,897,16.3,19.0,20.0,9600.0
20156,2019-04-20 21:00,14.9,1.8,20.0,75.0,0.0,9.0,0.0,2.0,0.0,0.0,804,15.3,18.2,21.0,0.0
20157,2019-04-20 22:00,14.5,0.8,360.0,79.0,0.0,9.0,0.0,0.0,0.0,0.0,747,14.6,17.5,22.0,0.0
20158,2019-04-20 23:00,13.9,0.5,270.0,85.0,0.0,9.0,0.0,2.0,0.0,0.0,720,14.0,16.9,23.0,0.0
20159,2019-04-21 0:00,13.6,1.0,360.0,84.0,0.0,9.0,0.0,4.0,0.0,0.0,791,13.6,16.4,0.0,0.0
20160,2019-04-21 1:00,12.8,1.1,20.0,89.0,0.0,9.0,0.0,0.0,0.0,0.0,517,13.2,16.0,1.0,0.0
20161,2019-04-21 2:00,12.7,0.7,270.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0,455,12.8,15.6,2.0,0.0
20162,2019-04-21 3:00,12.3,1.2,20.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0,412,12.5,15.3,3.0,0.0
20163,2019-04-21 4:00,12.3,1.7,70.0,91.0,0.0,9.0,0.0,0.0,0.0,0.0,356,12.4,15.0,4.0,0.0
20164,2019-04-21 5:00,12.3,0.6,230.0,85.0,0.0,9.0,0.0,0.0,0.0,0.0,559,12.0,14.7,5.0,0.0
20165,2019-04-21 6:00,12.1,0.4,0.0,88.0,0.0,0.0,0.0,5.0,0.0,0.0,456,11.9,14.5,6.0,0.0
20166,2019-04-21 7:00,12.4,0.7,50.0,92.0,0.2,0.0,0.2,7.0,0.0,0.0,282,13.3,14.3,7.0,240000.0
20167,2019-04-21 8:00,14.5,0.4,0.0,76.0,1.0,0.0,0.72,5.0,0.0,0.0,710,15.7,14.6,8.0,1536000.0
20168,2019-04-21 9:00,16.0,1.9,20.0,70.0,1.0,0.0,1.37,7.0,0.0,0.0,669,20.2,15.2,9.0,4291200.0
20169,2019-04-21 10:00,17.4,2.5,20.0,71.0,0.3,0.0,1.32,8.0,3.0,18.0,708,21.2,16.2,10.0,5577600.0
20170,2019-04-21 11:00,18.6,3.0,360.0,64.0,0.0,0.0,1.26,9.0,6.0,24.0,826,23.6,16.9,11.0,3456000.0
20171,2019-04-21 12:00,19.8,3.0,20.0,58.0,0.4,0.0,2.05,8.0,4.0,10.0,1041,28.7,17.9,12.0,4752000.0
20172,2019-04-21 13:00,21.0,3.1,20.0,50.0,0.9,0.0,2.51,8.0,4.0,23.0,1588,33.4,19.2,13.0,6816000.0
20173,2019-04-21 14:00,21.1,3.4,20.0,55.0,0.9,0.0,2.41,9.0,5.0,35.0,1245,30.7,20.4,14.0,7440000.0
20174,2019-04-21 15:00,21.3,2.8,360.0,57.0,0.1,0.0,1.33,9.0,6.0,43.0,1111,26.6,20.7,15.0,4425600.0
20175,2019-04-21 16:00,21.0,2.6,360.0,59.0,0.3,0.0,1.24,9.0,4.0,43.0,1333,24.8,20.6,16.0,3312000.0
20176,2019-04-21 17:00,18.7,3.3,320.0,69.0,0.0,0.0,0.64,8.0,3.0,18.0,1045,21.5,20.1,17.0,2457600.0
20177,2019-04-21 18:00,18.5,3.8,20.0,66.0,0.0,0.0,0.22,9.0,0.0,0.0,1200,19.4,19.5,18.0,883200.0
20178,2019-04-21 19:00,16.5,3.9,20.0,75.0,0.0,0.0,0.09,10.0,3.0,53.0,845,17.5,18.8,19.0,278400.0
20179,2019-04-21 20:00,15.8,2.8,20.0,79.0,0.0,0.0,0.0,10.0,2.0,57.0,758,16.4,18.2,20.0,0.0
20180,2019-04-21 21:00,15.3,4.3,20.0,81.0,0.0,9.0,0.0,9.0,0.0,0.0,686,15.5,17.6,21.0,0.0
20181,2019-04-21 22:00,14.8,2.1,360.0,83.0,0.0,9.0,0.0,8.0,8.0,68.0,663,14.8,17.1,22.0,0.0
20182,2019-04-21 23:00,14.2,2.0,20.0,85.0,0.0,9.0,0.0,9.0,5.0,70.0,628,14.3,16.7,23.0,0.0
20183,2019-04-22 0:00,13.9,0.9,320.0,87.0,0.0,9.0,0.0,9.0,0.0,0.0,611,14.2,16.3,0.0,0.0
20184,2019-04-22 1:00,13.6,1.4,360.0,87.0,0.0,9.0,0.0,5.0,5.0,68.0,626,13.5,16.0,1.0,0.0
20185,2019-04-22 2:00,13.2,1.6,360.0,91.0,0.0,9.0,0.0,2.0,0.0,0.0,472,13.1,15.7,2.0,0.0
20186,2019-04-22 3:00,12.9,1.7,360.0,93.0,0.0,9.0,0.0,0.0,0.0,0.0,398,12.9,15.3,3.0,0.0
20187,2019-04-22 4:00,12.6,1.8,20.0,95.0,0.0,9.0,0.0,7.0,0.0,0.0,265,12.6,15.1,4.0,0.0
20188,2019-04-22 5:00,12.8,1.7,50.0,95.0,0.0,9.0,0.0,8.0,0.0,0.0,270,13.2,14.9,5.0,0.0
20189,2019-04-22 6:00,12.7,2.2,50.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,345,12.5,14.7,6.0,0.0
20190,2019-04-22 7:00,13.2,2.2,50.0,92.0,0.6,0.0,0.2,3.0,0.0,0.0,421,13.5,14.6,7.0,240000.0
20191,2019-04-22 8:00,14.6,1.2,20.0,83.0,1.0,0.0,0.83,3.0,0.0,0.0,634,15.7,14.8,8.0,1708800.0
20192,2019-04-22 9:00,17.7,0.9,50.0,67.0,1.0,0.0,1.6,2.0,0.0,0.0,989,21.6,15.5,9.0,4838400.0
20193,2019-04-22 10:00,19.1,1.5,340.0,62.0,1.0,0.0,2.29,2.0,0.0,0.0,930,27.5,16.6,10.0,7228800.0
20194,2019-04-22 11:00,21.2,2.7,270.0,54.0,1.0,0.0,2.82,2.0,0.0,0.0,905,32.7,18.1,11.0,8928000.0
20195,2019-04-22 12:00,22.9,2.1,290.0,51.0,1.0,0.0,3.14,4.0,0.0,0.0,890,36.9,19.7,12.0,9878400.0
20196,2019-04-22 13:00,23.1,2.5,290.0,51.0,1.0,0.0,3.26,3.0,0.0,0.0,1112,39.3,21.2,13.0,10233600.0
20197,2019-04-22 14:00,25.3,3.6,200.0,44.0,1.0,0.0,3.13,3.0,0.0,0.0,1348,40.5,22.4,14.0,9974400.0
20198,2019-04-22 15:00,25.7,4.5,180.0,45.0,1.0,0.0,2.64,7.0,0.0,0.0,1666,37.1,23.4,15.0,8851200.0
20199,2019-04-22 16:00,25.2,5.3,200.0,45.0,1.0,0.0,1.98,6.0,0.0,0.0,1719,31.5,23.7,16.0,6633600.0
20200,2019-04-22 17:00,24.3,5.9,200.0,46.0,0.9,0.0,1.54,8.0,0.0,0.0,1780,27.8,23.3,17.0,5337600.0
20201,2019-04-22 18:00,23.3,4.6,180.0,48.0,1.0,0.0,0.83,7.0,0.0,0.0,1949,24.3,22.6,18.0,2035200.0
20202,2019-04-22 19:00,21.4,3.7,160.0,53.0,0.0,0.0,0.19,8.0,3.0,70.0,1891,20.7,21.6,19.0,547200.0
20203,2019-04-22 20:00,19.9,3.0,160.0,57.0,0.0,0.0,0.0,9.0,4.0,0.0,1819,18.9,20.6,20.0,0.0
20204,2019-04-22 21:00,19.3,3.2,200.0,59.0,0.0,9.0,0.0,9.0,0.0,0.0,1867,18.1,19.8,21.0,0.0
20205,2019-04-22 22:00,18.8,2.3,180.0,59.0,0.0,9.0,0.0,10.0,9.0,68.0,1817,17.5,19.2,22.0,0.0
20206,2019-04-22 23:00,18.2,2.7,160.0,62.0,0.0,9.0,0.0,10.0,9.0,70.0,1595,16.9,18.7,23.0,0.0
20207,2019-04-23 0:00,17.7,2.1,160.0,64.0,0.0,9.0,0.0,9.0,0.0,0.0,1632,16.5,18.3,0.0,0.0
20208,2019-04-23 1:00,17.3,1.3,180.0,65.0,0.0,9.0,0.0,10.0,9.0,61.0,1629,16.2,17.9,1.0,0.0
20209,2019-04-23 2:00,17.0,0.4,0.0,66.0,0.0,9.0,0.0,10.0,9.0,59.0,1695,16.0,17.6,2.0,0.0
20210,2019-04-23 3:00,16.5,1.3,140.0,67.0,0.0,9.0,0.0,9.0,0.0,0.0,1724,15.6,17.3,3.0,0.0
20211,2019-04-23 4:00,16.2,0.3,0.0,73.0,0.0,9.0,0.0,8.0,0.0,0.0,1423,15.4,17.1,4.0,0.0
20212,2019-04-23 5:00,16.0,1.6,160.0,70.0,0.0,9.0,0.0,9.0,0.0,0.0,1464,15.0,16.8,5.0,0.0
20213,2019-04-23 6:00,16.0,1.5,140.0,69.0,0.0,0.0,0.0,9.0,0.0,0.0,1406,14.9,16.6,6.0,0.0
20214,2019-04-23 7:00,16.4,1.1,140.0,66.0,0.0,0.0,0.06,9.0,9.0,34.0,1565,15.6,16.4,7.0,28800.0
20215,2019-04-23 8:00,16.9,4.2,160.0,62.0,0.0,0.0,0.1,10.0,10.0,31.0,1680,15.9,16.4,8.0,278400.0
20216,2019-04-23 9:00,17.4,3.7,160.0,57.0,0.0,0.0,0.26,10.0,1.0,17.0,1807,16.7,16.4,9.0,777600.0
20217,2019-04-23 10:00,16.8,2.6,160.0,70.0,0.0,0.0,0.29,10.0,8.0,10.0,1187,16.5,16.5,10.0,960000.0
20218,2019-04-23 11:00,15.8,3.1,160.0,78.0,0.0,0.0,0.31,10.0,8.0,11.0,900,16.7,16.5,11.0,1017600.0
20219,2019-04-23 12:00,15.6,2.5,160.0,88.0,0.0,0.0,0.29,10.0,3.0,15.0,624,16.7,16.6,12.0,1008000.0
20220,2019-04-23 13:00,15.8,2.2,90.0,87.0,0.0,0.0,0.37,10.0,7.0,7.0,916,17.3,16.7,13.0,1392000.0
20221,2019-04-23 14:00,16.7,2.2,140.0,82.0,0.0,0.0,0.54,10.0,4.0,6.0,1704,19.2,16.8,14.0,1430400.0
20222,2019-04-23 15:00,17.7,5.9,160.0,76.0,0.0,0.0,1.08,10.0,4.0,6.0,2000,19.7,17.4,15.0,3225600.0
20223,2019-04-23 16:00,17.1,6.4,160.0,82.0,0.0,0.0,0.62,10.0,9.0,6.0,1961,19.1,17.6,16.0,1728000.0
20224,2019-04-23 17:00,17.3,7.2,140.0,77.0,0.0,0.0,0.6,10.0,5.0,7.0,2000,18.6,17.6,17.0,1334400.0
20225,2019-04-23 18:00,17.6,5.2,160.0,77.0,0.0,0.0,0.25,10.0,8.0,7.0,2000,17.2,17.5,18.0,432000.0
20226,2019-04-23 19:00,17.5,4.8,160.0,80.0,0.0,0.0,0.05,2.0,2.0,6.0,2000,16.7,17.2,19.0,28800.0
20227,2019-04-23 20:00,17.3,6.2,160.0,82.0,0.0,0.0,0.0,10.0,9.0,6.0,2000,16.3,17.0,20.0,0.0
20228,2019-04-23 21:00,17.3,6.7,160.0,82.0,0.0,9.0,0.0,10.0,6.0,6.0,2000,16.2,16.8,21.0,0.0
20229,2019-04-23 22:00,17.3,4.0,140.0,83.0,0.0,9.0,0.0,4.0,4.0,5.0,2000,16.2,16.7,22.0,0.0
20230,2019-04-23 23:00,17.5,5.1,160.0,81.0,0.0,9.0,0.0,5.0,5.0,6.0,2000,15.7,16.6,23.0,0.0
20231,2019-04-24 0:00,17.8,4.8,160.0,79.0,0.0,9.0,0.0,7.0,7.0,7.0,2000,15.9,16.4,0.0,0.0
20232,2019-04-24 1:00,17.8,3.5,160.0,81.0,0.0,9.0,0.0,9.0,9.0,6.0,2000,16.2,16.4,1.0,0.0
20233,2019-04-24 2:00,17.7,2.3,160.0,82.0,0.0,9.0,0.0,6.0,6.0,5.0,2000,16.2,16.4,2.0,0.0
20234,2019-04-24 3:00,17.5,0.7,160.0,84.0,0.0,9.0,0.0,8.0,8.0,5.0,2000,16.2,16.3,3.0,0.0
20235,2019-04-24 4:00,17.4,1.2,140.0,85.0,0.0,9.0,0.0,8.0,8.0,5.0,2000,16.2,16.3,4.0,0.0
20236,2019-04-24 5:00,17.4,1.3,160.0,86.0,0.0,9.0,0.0,9.0,9.0,8.0,2000,16.2,16.3,5.0,0.0
20237,2019-04-24 6:00,16.8,0.4,0.0,91.0,0.0,0.0,0.0,8.0,8.0,3.0,1994,16.1,16.3,6.0,0.0
20238,2019-04-24 7:00,16.7,0.3,0.0,92.0,0.0,0.0,0.06,8.0,8.0,3.0,1815,16.5,16.3,7.0,48000.0
20239,2019-04-24 8:00,16.9,0.6,340.0,91.0,0.0,0.0,0.2,8.0,8.0,3.0,1899,17.4,16.3,8.0,672000.0
20240,2019-04-24 9:00,17.1,0.9,340.0,91.0,0.0,0.0,0.32,10.0,8.0,2.0,572,18.3,16.5,9.0,883200.0
20241,2019-04-24 10:00,17.9,2.8,360.0,85.0,0.0,0.0,1.19,9.0,9.0,2.0,1429,22.3,17.1,10.0,3667200.0
20242,2019-04-24 11:00,18.5,1.7,320.0,85.0,0.0,0.0,0.95,9.0,9.0,3.0,1222,21.6,17.9,11.0,2275200.0
20243,2019-04-24 12:00,18.5,1.9,270.0,84.0,0.0,0.0,0.89,10.0,9.0,3.0,1335,21.4,18.2,12.0,2035200.0
20244,2019-04-24 13:00,19.1,1.7,290.0,82.0,0.1,0.0,1.4,10.0,8.0,2.0,1244,25.7,18.5,13.0,3734400.0
20245,2019-04-24 14:00,19.1,1.7,270.0,84.0,0.2,0.0,1.63,10.0,9.0,5.0,1107,23.4,19.4,14.0,2544000.0
20246,2019-04-24 15:00,18.5,1.9,320.0,86.0,0.0,0.0,0.69,10.0,8.0,3.0,966,22.1,19.4,15.0,1622400.0
20247,2019-04-24 16:00,17.6,2.1,290.0,89.0,0.0,0.0,0.69,10.0,9.0,2.0,754,20.8,19.3,16.0,1420800.0
20248,2019-04-24 17:00,17.4,2.5,290.0,87.0,0.0,0.0,0.41,7.0,7.0,2.0,1139,19.9,19.0,17.0,1219200.0
20249,2019-04-24 18:00,16.9,3.3,360.0,88.0,0.0,0.0,0.25,8.0,8.0,2.0,1456,18.6,18.8,18.0,1017600.0
20250,2019-04-24 19:00,16.2,3.4,360.0,92.0,0.0,0.0,0.08,4.0,4.0,2.0,786,17.4,18.4,19.0,336000.0
20251,2019-04-24 20:00,14.9,2.2,340.0,94.0,0.0,0.0,0.0,7.0,7.0,2.0,246,16.1,18.0,20.0,0.0
20252,2019-04-24 21:00,14.2,3.7,360.0,96.0,0.0,9.0,0.0,8.0,8.0,10.0,186,15.9,17.6,21.0,0.0
20253,2019-04-24 22:00,14.1,2.9,340.0,96.0,0.0,9.0,0.0,8.0,8.0,0.0,161,15.7,17.2,22.0,0.0
20254,2019-04-24 23:00,13.8,3.0,360.0,95.0,0.0,9.0,0.0,6.0,6.0,0.0,162,15.3,17.0,23.0,0.0
