,datetime,temperature,windspeed,wind_direction,humidity,sunlight,sunlight_QC,radiation,total_cloud,medium_low_cloud,minimum_ceiling_cloud,visibility,ground_temperature,underground_temperature,hour,generation
0,2017-01-01 1:00,5.0,1.8,160.0,93.0,0.0,9.0,0.0,0.0,5.0,12.0,735,3.2,5.7,1.0,0.0
1,2017-01-01 2:00,4.1,0.8,140.0,93.0,0.0,9.0,0.0,0.0,6.0,11.0,788,2.2,5.2,2.0,0.0
2,2017-01-01 3:00,3.3,1.5,160.0,94.0,0.0,9.0,0.0,0.0,0.0,0.0,800,1.7,4.8,3.0,0.0
3,2017-01-01 4:00,2.5,1.8,160.0,95.0,0.0,9.0,0.0,0.0,0.0,0.0,706,1.2,4.5,4.0,0.0
4,2017-01-01 5:00,2.1,1.8,160.0,97.0,0.0,9.0,0.0,0.0,0.0,0.0,665,1.0,4.2,5.0,0.0
5,2017-01-01 6:00,1.7,1.5,160.0,98.0,0.0,9.0,0.0,2.0,2.0,10.0,486,1.2,4.0,6.0,0.0
6,2017-01-01 7:00,2.0,2.4,160.0,98.0,0.0,9.0,0.0,7.0,7.0,10.0,615,2.3,3.9,7.0,0.0
7,2017-01-01 8:00,2.4,1.4,160.0,98.0,0.0,0.0,0.0,8.0,8.0,10.0,621,3.0,4.1,8.0,0.0
8,2017-01-01 9:00,3.0,1.3,160.0,98.0,0.0,0.0,0.11,7.0,7.0,10.0,612,4.7,4.4,9.0,547200.0
9,2017-01-01 10:00,4.4,1.8,160.0,90.0,0.2,0.0,0.47,6.0,6.0,10.0,712,8.4,4.8,10.0,3484800.0
10,2017-01-01 11:00,6.0,0.9,160.0,83.0,0.2,0.0,0.78,6.0,6.0,10.0,823,11.3,5.6,11.0,3350400.0
11,2017-01-01 12:00,9.3,1.5,180.0,68.0,1.0,0.0,1.34,2.0,2.0,10.0,1017,10.5,6.3,12.0,7929600.0
12,2017-01-01 13:00,9.6,1.2,270.0,67.0,1.0,0.0,1.53,0.0,0.0,0.0,1925,11.7,7.0,13.0,8697600.0
13,2017-01-01 14:00,10.2,1.5,290.0,66.0,1.0,0.0,1.46,0.0,0.0,0.0,1618,12.1,7.6,14.0,8236800.0
14,2017-01-01 15:00,10.8,1.0,110.0,65.0,1.0,0.0,1.23,0.0,0.0,0.0,1955,10.8,8.0,15.0,7344000.0
15,2017-01-01 16:00,11.1,1.6,340.0,66.0,1.0,0.0,0.82,0.0,0.0,0.0,2000,11.3,8.2,16.0,5155200.0
16,2017-01-01 17:00,10.2,1.6,360.0,69.0,1.0,0.0,0.38,0.0,0.0,0.0,1959,7.4,8.2,17.0,2131200.0
17,2017-01-01 18:00,8.5,0.9,20.0,77.0,0.2,0.0,0.04,0.0,0.0,0.0,1425,4.9,7.8,18.0,134400.0
18,2017-01-01 19:00,7.6,1.1,290.0,81.0,0.0,9.0,0.0,0.0,0.0,0.0,1031,4.2,7.2,19.0,0.0
19,2017-01-01 20:00,6.7,1.7,230.0,92.0,0.0,9.0,0.0,0.0,0.0,0.0,1020,3.7,6.7,20.0,0.0
20,2017-01-01 21:00,6.4,1.0,250.0,96.0,0.0,9.0,0.0,0.0,0.0,0.0,1101,3.3,6.3,21.0,0.0
21,2017-01-01 22:00,5.9,0.4,0.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,743,2.8,6.0,22.0,0.0
22,2017-01-01 23:00,5.1,1.1,230.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,567,2.4,5.6,23.0,0.0
23,2017-01-02 0:00,5.3,0.9,140.0,92.0,0.0,9.0,0.0,5.0,4.0,10.0,849,4.3,5.6,0.0,0.0
24,2017-01-02 1:00,5.2,1.0,160.0,98.0,0.0,9.0,0.0,0.0,10.0,26.0,537,4.7,5.7,1.0,0.0
25,2017-01-02 2:00,5.3,0.8,140.0,98.0,0.0,9.0,0.0,10.0,5.0,8.0,475,4.9,5.8,2.0,0.0
26,2017-01-02 3:00,5.1,1.0,160.0,98.0,0.0,9.0,0.0,10.0,5.0,10.0,345,4.9,5.9,3.0,0.0
27,2017-01-02 4:00,5.2,1.0,20.0,98.0,0.0,9.0,0.0,10.0,4.0,11.0,390,5.0,5.9,4.0,0.0
28,2017-01-02 5:00,5.2,1.7,140.0,98.0,0.0,9.0,0.0,8.0,4.0,9.0,616,5.1,6.0,5.0,0.0
29,2017-01-02 6:00,5.4,0.4,0.0,92.0,0.0,9.0,0.0,8.0,4.0,17.0,663,5.0,6.0,6.0,0.0
30,2017-01-02 7:00,5.4,0.9,140.0,90.0,0.0,9.0,0.0,8.0,8.0,16.0,722,5.1,6.0,7.0,0.0
31,2017-01-02 8:00,5.6,1.4,140.0,90.0,0.0,0.0,0.0,10.0,2.0,19.0,642,4.8,6.0,8.0,0.0
32,2017-01-02 9:00,5.9,1.1,110.0,89.0,0.0,0.0,0.13,9.0,9.0,26.0,524,5.9,6.0,9.0,345600.0
33,2017-01-02 10:00,7.7,0.4,0.0,77.0,0.9,0.0,0.62,3.0,0.0,0.0,766,10.5,6.3,10.0,1948800.0
34,2017-01-02 11:00,9.7,2.6,180.0,76.0,0.9,0.0,1.02,5.0,5.0,14.0,656,10.0,7.0,11.0,6211200.0
35,2017-01-02 12:00,11.0,0.8,340.0,68.0,1.0,0.0,1.4,0.0,0.0,0.0,829,11.2,7.6,12.0,7334400.0
36,2017-01-02 13:00,12.2,1.7,20.0,64.0,1.0,0.0,1.65,6.0,6.0,15.0,1453,13.9,8.4,13.0,8332800.0
37,2017-01-02 14:00,12.3,2.4,290.0,67.0,1.0,0.0,1.43,0.0,0.0,0.0,1525,14.1,9.0,14.0,7286400.0
38,2017-01-02 15:00,12.2,3.4,320.0,73.0,1.0,0.0,1.15,3.0,3.0,20.0,1981,12.6,9.4,15.0,6355200.0
39,2017-01-02 16:00,11.2,4.4,320.0,83.0,0.6,0.0,0.73,2.0,2.0,7.0,1977,12.3,9.6,16.0,4512000.0
40,2017-01-02 17:00,10.5,2.5,340.0,88.0,0.0,0.0,0.24,5.0,5.0,14.0,1457,10.0,9.6,17.0,1584000.0
41,2017-01-02 18:00,9.3,1.5,360.0,97.0,0.0,0.0,0.02,1.0,1.0,10.0,1097,7.1,9.2,18.0,76800.0
42,2017-01-02 19:00,8.5,2.4,340.0,98.0,0.0,9.0,0.0,0.0,1.0,4.0,769,7.2,8.6,19.0,0.0
43,2017-01-02 20:00,8.2,1.7,340.0,98.0,0.0,9.0,0.0,0.0,5.0,10.0,469,6.9,8.4,20.0,0.0
44,2017-01-02 21:00,7.8,3.1,340.0,98.0,0.0,9.0,0.0,4.0,4.0,4.0,387,6.0,8.1,21.0,0.0
45,2017-01-02 22:00,7.1,3.0,340.0,98.0,0.0,9.0,0.0,0.0,9.0,4.0,240,5.4,7.9,22.0,0.0
46,2017-01-02 23:00,6.7,3.0,340.0,98.0,0.0,9.0,0.0,0.0,9.0,5.0,230,5.5,7.6,23.0,0.0
47,2017-01-03 0:00,5.7,2.1,360.0,98.0,0.0,9.0,0.0,3.0,3.0,0.0,168,4.5,7.3,0.0,0.0
48,2017-01-03 1:00,5.6,3.3,340.0,97.0,0.0,9.0,0.0,0.0,9.0,6.0,165,4.4,7.0,1.0,0.0
49,2017-01-03 2:00,5.7,3.7,340.0,93.0,0.0,9.0,0.0,0.0,9.0,6.0,175,4.5,6.8,2.0,0.0
50,2017-01-03 3:00,5.3,4.4,360.0,97.0,0.0,9.0,0.0,0.0,0.0,0.0,181,3.7,6.6,3.0,0.0
51,2017-01-03 4:00,4.8,3.7,360.0,97.0,0.0,9.0,0.0,0.0,0.0,0.0,207,3.2,6.3,4.0,0.0
52,2017-01-03 5:00,3.9,2.4,360.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,187,2.3,6.0,5.0,0.0
53,2017-01-03 6:00,3.2,2.3,20.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,266,1.8,5.6,6.0,0.0
54,2017-01-03 7:00,2.8,1.3,70.0,97.0,0.0,9.0,0.0,0.0,0.0,0.0,279,1.5,5.3,7.0,0.0
55,2017-01-03 8:00,2.2,1.0,340.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,292,1.3,5.0,8.0,0.0
56,2017-01-03 9:00,2.9,1.2,360.0,96.0,0.3,0.0,0.23,0.0,0.0,0.0,294,3.6,4.9,9.0,960000.0
57,2017-01-03 10:00,4.6,2.2,20.0,85.0,1.0,0.0,0.67,0.0,0.0,0.0,347,8.1,5.3,10.0,3465600.0
58,2017-01-03 11:00,6.1,2.8,360.0,78.0,1.0,0.0,1.09,0.0,0.0,0.0,390,7.6,6.0,11.0,6288000.0
59,2017-01-03 12:00,8.2,2.9,20.0,69.0,1.0,0.0,1.44,0.0,0.0,0.0,619,9.3,6.6,12.0,8371200.0
60,2017-01-03 13:00,9.0,3.0,20.0,65.0,1.0,0.0,1.59,0.0,0.0,0.0,716,11.6,7.2,13.0,9148800.0
61,2017-01-03 14:00,9.9,2.2,20.0,64.0,1.0,0.0,1.5,0.0,0.0,0.0,672,12.4,7.8,14.0,8784000.0
62,2017-01-03 15:00,10.2,2.8,20.0,61.0,1.0,0.0,1.26,0.0,0.0,0.0,1190,10.4,8.3,15.0,7411200.0
63,2017-01-03 16:00,9.6,2.9,360.0,55.0,1.0,0.0,0.88,0.0,0.0,0.0,1330,10.8,8.5,16.0,5356800.0
64,2017-01-03 17:00,8.4,3.4,320.0,77.0,1.0,0.0,0.4,0.0,0.0,0.0,1041,7.0,8.4,17.0,2332800.0
65,2017-01-03 18:00,6.7,3.2,320.0,84.0,0.2,0.0,0.04,0.0,0.0,0.0,947,5.0,8.0,18.0,163200.0
66,2017-01-03 19:00,5.4,3.5,360.0,89.0,0.0,9.0,0.0,0.0,0.0,0.0,662,3.9,7.4,19.0,0.0
67,2017-01-03 20:00,4.7,2.4,360.0,91.0,0.0,9.0,0.0,0.0,0.0,0.0,633,3.2,6.9,20.0,0.0
68,2017-01-03 21:00,3.9,1.9,360.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,468,2.4,6.4,21.0,0.0
69,2017-01-03 22:00,3.6,0.4,0.0,97.0,0.0,9.0,0.0,0.0,0.0,0.0,469,1.9,6.0,22.0,0.0
70,2017-01-03 23:00,3.4,1.1,360.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,392,1.6,5.6,23.0,0.0
71,2017-01-04 0:00,2.5,0.9,50.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,288,1.2,5.3,0.0,0.0
72,2017-01-04 1:00,2.3,0.8,160.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,370,1.0,5.0,1.0,0.0
73,2017-01-04 2:00,2.1,0.5,140.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,387,0.9,4.7,2.0,0.0
74,2017-01-04 3:00,2.1,1.2,340.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,389,0.7,4.5,3.0,0.0
75,2017-01-04 4:00,1.7,1.2,160.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,387,0.6,4.4,4.0,0.0
76,2017-01-04 5:00,1.8,0.2,0.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,359,0.6,4.2,5.0,0.0
77,2017-01-04 6:00,1.5,0.7,160.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,417,0.6,4.1,6.0,0.0
78,2017-01-04 7:00,1.3,1.5,160.0,98.0,0.0,9.0,0.0,2.0,2.0,10.0,348,0.6,3.9,7.0,0.0
79,2017-01-04 8:00,1.4,1.4,160.0,98.0,0.0,0.0,0.01,7.0,7.0,5.0,230,1.4,3.9,8.0,9600.0
80,2017-01-04 9:00,2.1,1.1,160.0,98.0,0.0,0.0,0.2,7.0,7.0,8.0,398,3.3,4.0,9.0,777600.0
81,2017-01-04 10:00,3.4,1.3,160.0,95.0,0.0,0.0,0.44,9.0,9.0,8.0,396,6.4,4.5,10.0,2438400.0
82,2017-01-04 11:00,5.2,0.9,180.0,86.0,0.2,0.0,0.69,9.0,9.0,8.0,485,9.2,5.3,11.0,3830400.0
83,2017-01-04 12:00,7.0,1.4,180.0,80.0,0.2,0.0,0.88,6.0,6.0,8.0,503,12.0,6.2,12.0,5155200.0
84,2017-01-04 13:00,8.8,1.6,290.0,81.0,1.0,0.0,1.33,4.0,2.0,9.0,461,13.7,7.0,13.0,6854400.0
85,2017-01-04 14:00,10.2,2.1,360.0,77.0,0.9,0.0,1.28,9.0,9.0,8.0,452,15.0,7.9,14.0,7190400.0
86,2017-01-04 15:00,11.1,2.3,50.0,78.0,0.8,0.0,0.99,7.0,7.0,7.0,412,12.7,8.5,15.0,4752000.0
87,2017-01-04 16:00,10.4,3.2,360.0,83.0,1.0,0.0,0.7,4.0,2.0,10.0,366,11.1,8.7,16.0,3427200.0
88,2017-01-04 17:00,9.9,2.2,360.0,87.0,0.3,0.0,0.3,5.0,3.0,8.0,303,8.0,8.6,17.0,1440000.0
89,2017-01-04 18:00,8.1,3.1,360.0,95.0,0.0,0.0,0.02,8.0,8.0,8.0,229,5.8,8.1,18.0,67200.0
90,2017-01-04 19:00,6.8,2.9,20.0,98.0,0.0,9.0,0.0,0.0,1.0,0.0,210,4.8,7.6,19.0,0.0
91,2017-01-04 20:00,5.9,3.0,20.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,183,4.1,7.1,20.0,0.0
92,2017-01-04 21:00,5.3,2.8,360.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,181,3.6,6.7,21.0,0.0
93,2017-01-04 22:00,4.8,2.3,360.0,98.0,0.0,9.0,0.0,0.0,8.0,65.0,156,3.4,6.3,22.0,0.0
94,2017-01-04 23:00,4.5,2.6,360.0,98.0,0.0,9.0,0.0,0.0,9.0,60.0,145,3.7,6.1,23.0,0.0
95,2017-01-05 0:00,4.2,1.5,50.0,98.0,0.0,9.0,0.0,9.0,0.0,0.0,136,3.6,6.0,0.0,0.0
96,2017-01-05 1:00,3.8,1.3,70.0,98.0,0.0,9.0,0.0,0.0,4.0,56.0,208,3.2,5.8,1.0,0.0
97,2017-01-05 2:00,3.9,3.8,20.0,87.0,0.0,9.0,0.0,0.0,2.0,54.0,565,3.6,5.7,2.0,0.0
98,2017-01-05 3:00,4.0,1.2,50.0,83.0,0.0,9.0,0.0,9.0,9.0,45.0,583,3.8,5.7,3.0,0.0
99,2017-01-05 4:00,3.7,1.1,50.0,81.0,0.0,9.0,0.0,9.0,9.0,44.0,663,3.7,5.7,4.0,0.0
100,2017-01-05 5:00,3.3,1.1,20.0,79.0,0.0,9.0,0.0,8.0,8.0,41.0,797,3.2,5.6,5.0,0.0
101,2017-01-05 6:00,3.3,0.8,360.0,63.0,0.0,9.0,0.0,8.0,8.0,47.0,1141,3.4,5.4,6.0,0.0
102,2017-01-05 7:00,3.1,0.6,20.0,74.0,0.0,9.0,0.0,2.0,2.0,41.0,894,2.9,5.4,7.0,0.0
103,2017-01-05 8:00,3.0,1.1,50.0,74.0,0.0,0.0,0.0,10.0,10.0,30.0,874,3.6,5.2,8.0,0.0
104,2017-01-05 9:00,3.4,0.7,50.0,75.0,0.0,0.0,0.11,9.0,9.0,39.0,806,5.1,5.4,9.0,432000.0
105,2017-01-05 10:00,4.2,1.2,360.0,74.0,0.0,0.0,0.22,8.0,8.0,37.0,656,5.9,5.7,10.0,1017600.0
106,2017-01-05 11:00,5.1,1.5,360.0,73.0,0.0,0.0,0.3,10.0,10.0,30.0,610,7.6,6.0,11.0,1152000.0
107,2017-01-05 12:00,5.9,0.6,90.0,72.0,0.0,0.0,0.39,8.0,8.0,29.0,496,9.0,6.5,12.0,1478400.0
108,2017-01-05 13:00,7.0,0.6,20.0,71.0,0.0,0.0,0.49,9.0,9.0,27.0,426,10.1,7.0,13.0,1507200.0
109,2017-01-05 14:00,7.8,1.7,20.0,72.0,0.0,0.0,0.52,10.0,10.0,27.0,493,11.1,7.5,14.0,1545600.0
110,2017-01-05 15:00,8.0,0.7,20.0,72.0,0.0,0.0,0.32,9.0,9.0,36.0,526,9.9,7.8,15.0,1027200.0
111,2017-01-05 16:00,8.4,0.9,20.0,76.0,0.0,0.0,0.28,9.0,9.0,29.0,538,9.3,8.0,16.0,969600.0
112,2017-01-05 17:00,8.2,1.1,20.0,80.0,0.0,0.0,0.14,9.0,9.0,28.0,509,8.1,8.0,17.0,460800.0
113,2017-01-05 18:00,7.7,1.1,50.0,89.0,0.0,0.0,0.01,10.0,3.0,15.0,421,7.1,7.8,18.0,38400.0
114,2017-01-05 19:00,8.0,1.4,140.0,77.0,0.0,9.0,0.0,0.0,9.0,21.0,583,6.9,7.7,19.0,0.0
115,2017-01-05 20:00,8.5,1.2,160.0,76.0,0.0,9.0,0.0,0.0,5.0,16.0,1130,6.9,7.5,20.0,0.0
116,2017-01-05 21:00,8.7,2.4,140.0,79.0,0.0,9.0,0.0,10.0,7.0,10.0,1351,6.7,7.5,21.0,0.0
117,2017-01-05 22:00,8.4,0.8,140.0,84.0,0.0,9.0,0.0,10.0,8.0,15.0,1850,6.7,7.4,22.0,0.0
118,2017-01-05 23:00,7.9,1.2,160.0,92.0,0.0,9.0,0.0,10.0,9.0,15.0,855,6.5,7.4,23.0,0.0
119,2017-01-06 0:00,7.6,2.6,90.0,91.0,0.0,9.0,0.0,10.0,8.0,0.0,1075,6.4,7.3,0.0,0.0
120,2017-01-06 1:00,7.2,1.7,70.0,95.0,0.0,9.0,0.0,10.0,7.0,13.0,823,6.3,7.3,1.0,0.0
121,2017-01-06 2:00,7.2,1.9,90.0,88.0,0.0,9.0,0.0,10.0,1.0,13.0,1935,6.1,7.2,2.0,0.0
122,2017-01-06 3:00,6.9,1.0,70.0,90.0,0.0,9.0,0.0,10.0,7.0,10.0,1945,6.0,7.1,3.0,0.0
123,2017-01-06 4:00,6.8,0.9,270.0,89.0,0.0,9.0,0.0,10.0,7.0,10.0,2000,5.9,7.1,4.0,0.0
124,2017-01-06 5:00,6.7,1.0,230.0,87.0,0.0,9.0,0.0,10.0,2.0,17.0,2000,5.8,7.0,5.0,0.0
125,2017-01-06 6:00,6.7,0.8,180.0,84.0,0.0,9.0,0.0,10.0,5.0,20.0,2000,5.7,6.9,6.0,0.0
126,2017-01-06 7:00,6.6,1.3,290.0,82.0,0.0,9.0,0.0,10.0,10.0,24.0,2000,5.7,6.9,7.0,0.0
127,2017-01-06 8:00,6.7,1.5,110.0,79.0,0.0,0.0,0.0,8.0,8.0,25.0,2000,5.6,6.8,8.0,0.0
128,2017-01-06 9:00,6.8,1.4,140.0,77.0,0.0,0.0,0.12,8.0,8.0,33.0,2000,6.7,6.8,9.0,403200.0
129,2017-01-06 10:00,8.2,1.2,140.0,72.0,0.5,0.0,0.58,3.0,3.0,32.0,2000,11.3,7.1,10.0,3177600.0
130,2017-01-06 11:00,8.8,2.4,140.0,66.0,0.1,0.0,0.71,7.0,7.0,35.0,2000,12.1,7.7,11.0,3619200.0
131,2017-01-06 12:00,9.6,2.0,140.0,61.0,0.0,0.0,0.81,8.0,8.0,19.0,2000,13.3,8.5,12.0,3552000.0
132,2017-01-06 13:00,11.4,2.2,110.0,56.0,0.7,0.0,1.31,3.0,3.0,18.0,2000,14.0,8.9,13.0,5347200.0
133,2017-01-06 14:00,11.3,2.6,320.0,60.0,0.8,0.0,1.28,3.0,3.0,17.0,2000,13.6,9.4,14.0,5779200.0
134,2017-01-06 15:00,12.0,1.8,290.0,58.0,0.5,0.0,0.82,0.0,0.0,0.0,2000,11.8,9.6,15.0,4329600.0
135,2017-01-06 16:00,11.9,2.7,360.0,60.0,1.0,0.0,0.88,0.0,0.0,0.0,2000,12.6,9.6,16.0,5424000.0
136,2017-01-06 17:00,11.1,3.3,20.0,77.0,1.0,0.0,0.39,4.0,0.0,0.0,1954,8.9,9.6,17.0,2073600.0
137,2017-01-06 18:00,8.4,3.5,20.0,90.0,0.2,0.0,0.04,4.0,0.0,0.0,1762,6.7,9.1,18.0,192000.0
138,2017-01-06 19:00,7.1,2.2,20.0,97.0,0.0,9.0,0.0,0.0,2.0,68.0,1233,5.7,8.6,19.0,0.0
139,2017-01-06 20:00,6.7,1.9,20.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,1038,5.0,8.1,20.0,0.0
140,2017-01-06 21:00,5.9,0.8,340.0,98.0,0.0,9.0,0.0,4.0,0.0,0.0,1020,4.4,7.6,21.0,0.0
141,2017-01-06 22:00,5.7,0.4,0.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,1020,3.9,7.2,22.0,0.0
142,2017-01-06 23:00,5.3,0.3,0.0,98.0,0.0,9.0,0.0,0.0,0.0,0.0,1031,3.4,6.8,23.0,0.0
143,2017-01-07 0:00,5.3,0.6,50.0,98.0,0.0,9.0,0.0,5.0,0.0,0.0,1020,3.5,6.5,0.0,0.0
144,2017-01-07 1:00,4.7,0.5,110.0,98.0,0.0,9.0,0.0,0.0,1.0,65.0,588,3.2,6.3,1.0,0.0
145,2017-01-07 2:00,4.7,1.7,140.0,98.0,0.0,9.0,0.0,0.0,4.0,69.0,940,3.0,6.0,2.0,0.0
146,2017-01-07 3:00,4.5,1.4,140.0,98.0,0.0,9.0,0.0,7.0,7.0,36.0,768,2.9,5.9,3.0,0.0
147,2017-01-07 4:00,3.9,0.6,110.0,95.0,0.0,9.0,0.0,4.0,0.0,0.0,1150,2.3,5.6,4.0,0.0
148,2017-01-07 5:00,4.0,0.9,110.0,87.0,0.0,9.0,0.0,5.0,1.0,36.0,1789,2.6,5.4,5.0,0.0
149,2017-01-07 6:00,4.5,2.7,110.0,85.0,0.0,9.0,0.0,5.0,5.0,42.0,1603,3.0,5.4,6.0,0.0
150,2017-01-07 7:00,4.3,1.3,90.0,85.0,0.0,9.0,0.0,2.0,2.0,28.0,1434,3.4,5.4,7.0,0.0
151,2017-01-07 8:00,4.1,1.1,90.0,86.0,0.0,0.0,0.0,4.0,4.0,46.0,1267,3.0,5.3,8.0,0.0
152,2017-01-07 9:00,4.6,2.4,110.0,83.0,0.0,0.0,0.15,7.0,3.0,46.0,1197,4.9,5.4,9.0,422400.0
153,2017-01-07 10:00,5.9,1.0,90.0,78.0,0.0,0.0,0.45,7.0,4.0,49.0,1412,7.6,5.9,10.0,1478400.0
154,2017-01-07 11:00,6.5,0.5,70.0,75.0,0.0,0.0,0.5,8.0,4.0,45.0,1292,9.2,6.5,11.0,2563200.0
155,2017-01-07 12:00,7.9,0.7,50.0,70.0,0.1,0.0,0.63,8.0,4.0,38.0,1532,11.0,7.2,12.0,2524800.0
156,2017-01-07 13:00,9.9,1.2,70.0,61.0,0.4,0.0,0.97,7.0,3.0,41.0,1844,13.6,7.9,13.0,4483200.0
157,2017-01-07 14:00,9.5,0.7,50.0,66.0,0.0,0.0,0.43,10.0,10.0,31.0,1714,10.7,8.4,14.0,2467200.0
158,2017-01-07 15:00,9.4,1.8,20.0,76.0,0.0,0.0,0.32,10.0,10.0,30.0,1328,10.1,8.6,15.0,1459200.0
159,2017-01-07 16:00,9.2,1.3,50.0,81.0,0.0,0.0,0.18,10.0,10.0,25.0,1124,9.4,8.6,16.0,710400.0
160,2017-01-07 17:00,8.8,1.2,360.0,88.0,0.0,0.0,0.1,10.0,10.0,29.0,839,8.5,8.5,17.0,374400.0
161,2017-01-07 18:00,8.4,1.3,50.0,78.0,0.0,0.0,0.0,10.0,10.0,34.0,1237,7.5,8.4,18.0,9600.0
162,2017-01-07 19:00,8.2,1.0,70.0,73.0,0.0,9.0,0.0,0.0,10.0,31.0,1278,7.3,8.2,19.0,0.0
163,2017-01-07 20:00,8.0,0.8,50.0,76.0,0.0,9.0,0.0,0.0,10.0,27.0,1103,7.1,8.0,20.0,0.0
164,2017-01-07 21:00,7.8,1.0,20.0,88.0,0.0,9.0,0.0,10.0,10.0,23.0,805,7.0,7.9,21.0,0.0
165,2017-01-07 22:00,7.6,1.3,20.0,96.0,0.0,9.0,0.0,10.0,5.0,13.0,624,7.0,7.8,22.0,0.0
166,2017-01-07 23:00,7.2,2.1,20.0,97.0,0.0,9.0,0.0,10.0,2.0,14.0,630,6.8,7.8,23.0,0.0
167,2017-01-08 0:00,6.9,1.8,20.0,98.0,0.0,9.0,0.0,10.0,5.0,14.0,308,6.7,7.7,0.0,0.0
168,2017-01-08 1:00,6.6,2.2,20.0,98.0,0.0,9.0,0.0,10.0,7.0,9.0,300,6.6,7.6,1.0,0.0
169,2017-01-08 2:00,6.2,1.8,50.0,98.0,0.0,9.0,0.0,10.0,5.0,13.0,328,6.5,7.6,2.0,0.0
170,2017-01-08 3:00,6.4,0.6,50.0,98.0,0.0,9.0,0.0,10.0,1.0,17.0,354,6.5,7.5,3.0,0.0
171,2017-01-08 4:00,6.5,1.3,50.0,98.0,0.0,9.0,0.0,10.0,1.0,17.0,921,6.5,7.4,4.0,0.0
172,2017-01-08 5:00,6.6,1.1,70.0,98.0,0.0,9.0,0.0,10.0,5.0,18.0,1437,6.6,7.4,5.0,0.0
173,2017-01-08 6:00,7.1,1.1,50.0,90.0,0.0,9.0,0.0,10.0,5.0,15.0,2000,6.6,7.4,6.0,0.0
174,2017-01-08 7:00,6.8,1.2,360.0,98.0,0.0,9.0,0.0,10.0,8.0,17.0,1427,6.5,7.4,7.0,0.0
175,2017-01-08 8:00,6.1,1.1,20.0,98.0,0.0,0.0,0.01,1.0,1.0,18.0,1566,5.1,7.2,8.0,0.0
176,2017-01-08 9:00,6.3,0.6,20.0,96.0,0.0,0.0,0.16,9.0,9.0,17.0,1386,7.5,7.1,9.0,537600.0
177,2017-01-08 10:00,7.7,1.4,340.0,85.0,0.5,0.0,0.58,9.0,9.0,18.0,1794,10.1,7.5,10.0,1900800.0
178,2017-01-08 11:00,8.8,1.3,20.0,82.0,0.0,0.0,0.75,6.0,2.0,20.0,1333,12.6,8.1,11.0,2860800.0
179,2017-01-08 12:00,9.5,1.8,320.0,81.0,0.0,0.0,0.92,9.0,9.0,20.0,983,13.8,9.0,12.0,4176000.0
180,2017-01-08 13:00,10.0,2.7,290.0,74.0,0.9,0.0,1.48,1.0,1.0,20.0,1101,14.2,9.3,13.0,7344000.0
181,2017-01-08 14:00,10.4,5.0,320.0,78.0,1.0,0.0,1.45,2.0,2.0,10.0,937,13.8,9.7,14.0,8956800.0
182,2017-01-08 15:00,11.2,5.1,360.0,72.0,0.9,0.0,1.1,6.0,6.0,27.0,1575,12.5,9.9,15.0,7968000.0
183,2017-01-08 16:00,10.4,4.2,360.0,81.0,0.0,0.0,0.55,10.0,10.0,28.0,1095,12.2,10.2,16.0,3283200.0
184,2017-01-08 17:00,9.2,5.7,340.0,79.0,0.4,0.0,0.36,7.0,7.0,19.0,623,9.4,10.1,17.0,1795200.0
185,2017-01-08 18:00,8.1,5.1,340.0,89.0,0.1,0.0,0.05,6.0,4.0,10.0,607,7.2,9.6,18.0,192000.0
186,2017-01-08 19:00,7.6,2.9,340.0,94.0,0.0,9.0,0.0,0.0,2.0,4.0,508,7.0,9.1,19.0,0.0
187,2017-01-08 20:00,7.6,5.1,340.0,95.0,0.0,9.0,0.0,0.0,1.0,4.0,731,7.1,8.8,20.0,0.0
188,2017-01-08 21:00,7.3,6.4,340.0,95.0,0.0,9.0,0.0,7.0,3.0,5.0,1139,6.8,8.6,21.0,0.0
189,2017-01-08 22:00,7.1,3.7,360.0,94.0,0.0,9.0,0.0,0.0,4.0,5.0,1384,7.0,8.3,22.0,0.0
190,2017-01-08 23:00,7.1,4.3,340.0,93.0,0.0,9.0,0.0,0.0,3.0,6.0,1154,6.7,8.3,23.0,0.0
191,2017-01-09 0:00,7.1,4.5,340.0,93.0,0.0,9.0,0.0,10.0,4.0,0.0,1098,6.8,8.2,0.0,0.0
